condition,group,scale,anisotropy_level,shift_level,image_id,rgb,rot_err_deg,trans_err_mm,add_mm,reproj_official_px,flip_gt_90,flip_gt_120,flip_gt_150,flip_gt_170,J_gt_px,J_pred_px,delta_J_px,res_rms_px,res_meannorm_px,res_coherent_px,res_lambda_max,res_lambda_min,res_anisotropy,res_max_px,res_median_px,kp_err_median_px,flag_solver_divergence,flag_catastrophic_kp,flag_pnp_exception,in_clean18
ISO_S10,grid,1,ISOTROPIC,ZERO,39,color_00043.png,179.8142,2569.23,2570.4650,0.8033,1,1,1,1,2.212485,2.208770,0.003716,2.423470,2.212488,0.000000,3.319403,2.553803,1.2998,4.4595,2.0577,2.0577,0,0,0,1
ISO_S15,grid,1.5,ISOTROPIC,ZERO,20,color_00024.png,177.9722,2725.62,2727.0516,1.4877,1,1,1,1,3.055757,2.748530,0.307227,3.635205,3.055757,0.000000,11.160539,2.054175,5.4331,6.4355,3.1691,3.1691,0,0,0,1
ISO_S15,grid,1.5,ISOTROPIC,ZERO,21,color_00025.png,180.0000,2750.45,2751.8181,1.2326,1,1,1,1,3.237486,3.137287,0.100198,3.635205,3.237483,0.000000,9.497029,3.717685,2.5546,5.7897,3.9975,3.9975,0,0,0,1
ISO_S15,grid,1.5,ISOTROPIC,ZERO,22,color_00026.png,177.0363,2709.40,2710.7212,1.8759,1,1,1,1,3.412748,2.780569,0.632179,3.635205,3.412747,0.000000,8.469141,4.745573,1.7846,5.0834,3.6476,3.6476,0,0,0,0
ISO_S15,grid,1.5,ISOTROPIC,ZERO,23,color_00027.png,179.2780,2784.52,2785.8309,1.2279,1,1,1,1,3.329444,2.991932,0.337512,3.635205,3.329448,0.000000,7.483914,5.730800,1.3059,5.2083,3.7140,3.7140,0,0,0,0
ISO_S15,grid,1.5,ISOTROPIC,ZERO,24,color_00028.png,178.5225,1412.84,1415.2749,4161.7029,1,1,1,1,3.485888,1088.683302,-1085.197415,3.635205,3.485888,0.000000,10.177906,3.036808,3.3515,5.8586,3.3529,3.3529,1,0,0,1
ISO_S15,grid,1.5,ISOTROPIC,ZERO,25,color_00029.png,9.0045,29.32,29.6277,1.7362,0,0,0,0,3.441528,2.473307,0.968221,3.635205,3.441529,0.000000,9.972544,3.242170,3.0759,5.1902,3.4614,3.4614,0,0,0,1
ISO_S15,grid,1.5,ISOTROPIC,ZERO,26,color_00030.png,6.7091,38.17,38.2801,1.1396,0,0,0,0,3.264275,3.103725,0.160551,3.635205,3.264272,0.000000,8.335493,4.879221,1.7084,6.6084,2.9589,2.9589,0,0,0,1
ISO_S15,grid,1.5,ISOTROPIC,ZERO,27,color_00031.png,4.6792,61.60,61.6568,1.2260,0,0,0,0,3.306603,2.702481,0.604122,3.635205,3.306604,0.000000,9.469376,3.745338,2.5283,6.0851,2.9070,2.9070,0,0,0,1
ISO_S15,grid,1.5,ISOTROPIC,ZERO,28,color_00032.png,178.5054,2464.30,2465.6297,1.4149,1,1,1,1,3.292414,3.363616,-0.071202,3.635205,3.292413,0.000000,8.002052,5.212662,1.5351,6.3008,2.9053,2.9053,0,0,0,1
ISO_S15,grid,1.5,ISOTROPIC,ZERO,29,color_00033.png,5.0502,24.52,24.6527,0.9532,0,0,0,0,3.316248,2.973229,0.343020,3.635205,3.316251,0.000000,10.095450,3.119264,3.2365,5.5806,3.8565,3.8565,0,0,0,1
ISO_S15,grid,1.5,ISOTROPIC,ZERO,30,color_00034.png,180.0000,2673.05,2674.2806,1.3410,1,1,1,1,3.414074,3.252712,0.161361,3.635205,3.414077,0.000000,8.265858,4.948856,1.6703,5.8828,3.2141,3.2141,0,0,0,1
ISO_S15,grid,1.5,ISOTROPIC,ZERO,31,color_00035.png,9.1374,93.22,93.2951,2.0573,0,0,0,0,3.143872,1.661007,1.482865,3.635205,3.143871,0.000000,9.721930,3.492784,2.7834,5.8532,3.2410,3.2410,0,0,0,1
ISO_S15,grid,1.5,ISOTROPIC,ZERO,32,color_00036.png,179.0078,2465.17,2466.4692,1.7920,1,1,1,1,3.317927,2.414206,0.903721,3.635205,3.317927,0.000000,10.947494,2.267220,4.8286,6.4013,2.6807,2.6807,0,0,0,1
ISO_S15,grid,1.5,ISOTROPIC,ZERO,33,color_00037.png,6.3455,104.21,104.2592,1.8478,0,0,0,0,3.303376,2.237925,1.065451,3.635205,3.303377,0.000000,9.327823,3.886891,2.3998,5.7757,3.1550,3.1550,0,0,0,1
ISO_S15,grid,1.5,ISOTROPIC,ZERO,34,color_00038.png,180.0000,2390.01,2391.2354,0.8911,1,1,1,1,3.156078,3.177933,-0.021855,3.635205,3.156075,0.000000,7.968246,5.246468,1.5188,6.4843,2.4602,2.4602,0,0,0,1
ISO_S15,grid,1.5,ISOTROPIC,ZERO,35,color_00039.png,180.0000,2351.43,2352.7031,1.5703,1,1,1,1,3.024474,2.538794,0.485679,3.635205,3.024475,0.000000,9.969694,3.245020,3.0723,7.3603,2.2564,2.2564,0,0,0,1
ISO_S15,grid,1.5,ISOTROPIC,ZERO,36,color_00040.png,176.2741,2451.33,2452.5582,1.7624,1,1,1,1,3.050994,2.963744,0.087250,3.635205,3.050990,0.000000,9.986145,3.228569,3.0931,8.0530,2.6809,2.6809,0,0,0,1
ISO_S15,grid,1.5,ISOTROPIC,ZERO,37,color_00041.png,7.5398,93.89,93.9806,1.6349,0,0,0,0,3.312402,2.479615,0.832786,3.635205,3.312403,0.000000,10.442849,2.771865,3.7674,6.0943,2.8616,2.8616,0,0,0,1
ISO_S15,grid,1.5,ISOTROPIC,ZERO,38,color_00042.png,179.3937,2583.57,2584.7799,0.8166,1,1,1,1,3.060036,2.753938,0.306097,3.635205,3.060039,0.000000,9.940850,3.273864,3.0364,6.8393,1.9915,1.9915,0,0,0,1
ISO_S15,grid,1.5,ISOTROPIC,ZERO,39,color_00043.png,179.3807,2565.33,2566.5663,0.9830,1,1,1,1,3.318729,3.174182,0.144547,3.635205,3.318732,0.000000,7.468657,5.746057,1.2998,6.6892,3.0866,3.0866,0,0,0,1
D1G_S05,grid,0.5,D1_LIKE,D1_LIKE,20,color_00024.png,1.4334,19.53,19.5458,0.6828,0,0,0,0,1.019476,0.809337,0.210139,1.211735,1.019471,0.622231,1.016597,0.064532,15.7533,2.5110,0.8193,0.8193,0,0,0,1
D1G_S05,grid,0.5,D1_LIKE,D1_LIKE,21,color_00025.png,0.6837,28.66,28.6631,0.6546,0,0,0,0,1.077121,0.858388,0.218733,1.211735,1.077119,0.622231,0.878412,0.202717,4.3332,1.9566,1.0539,1.0539,0,0,0,1
D1G_S05,grid,0.5,D1_LIKE,D1_LIKE,22,color_00026.png,3.7864,20.38,20.4410,0.7270,0,0,0,0,1.057151,0.639598,0.417553,1.211735,1.057150,0.622231,0.860245,0.220885,3.8945,2.3115,0.9347,0.9347,0,0,0,0
D1G_S05,grid,0.5,D1_LIKE,D1_LIKE,23,color_00027.png,2.7461,8.99,9.0595,0.6907,0,0,0,0,1.103820,0.772388,0.331432,1.211735,1.103820,0.622231,0.842039,0.239091,3.5218,2.0048,0.9727,0.9727,0,0,0,0
D1G_S05,grid,0.5,D1_LIKE,D1_LIKE,24,color_00028.png,0.6673,8.79,8.8170,0.6690,0,0,0,0,1.125858,0.894863,0.230996,1.211735,1.125857,0.622231,0.855016,0.226114,3.7813,1.8929,1.2388,1.2388,0,0,0,1
D1G_S05,grid,0.5,D1_LIKE,D1_LIKE,25,color_00029.png,2.2902,4.98,5.1373,0.7580,0,0,0,0,1.100284,0.766620,0.333664,1.211735,1.100285,0.622231,0.636330,0.444799,1.4306,2.2606,0.9563,0.9563,0,0,0,1
D1G_S05,grid,0.5,D1_LIKE,D1_LIKE,26,color_00030.png,2.0656,5.65,5.7434,0.6540,0,0,0,0,0.986833,0.833065,0.153767,1.211735,0.986829,0.622231,0.919462,0.161668,5.6874,2.8389,0.7818,0.7818,0,0,0,1
D1G_S05,grid,0.5,D1_LIKE,D1_LIKE,27,color_00031.png,1.5072,17.76,17.7825,0.6668,0,0,0,0,0.941697,0.758895,0.182802,1.211735,0.941699,0.622231,0.970578,0.110552,8.7794,2.5099,1.0086,1.0086,0,0,0,1
D1G_S05,grid,0.5,D1_LIKE,D1_LIKE,28,color_00032.png,0.3822,23.31,23.3165,0.6428,0,0,0,0,0.995604,0.782661,0.212943,1.211735,0.995603,0.622231,0.767232,0.313898,2.4442,2.3155,0.6141,0.6141,0,0,0,1
D1G_S05,grid,0.5,D1_LIKE,D1_LIKE,29,color_00033.png,1.3591,6.04,6.0990,0.6614,0,0,0,0,0.941054,0.830938,0.110116,1.211735,0.941057,0.622231,0.994591,0.086538,11.4931,2.3642,0.6416,0.6416,0,0,0,1
D1G_S05,grid,0.5,D1_LIKE,D1_LIKE,30,color_00034.png,180.0000,2596.45,2597.7112,0.9432,1,1,1,1,1.028742,1.380956,-0.352214,1.211735,1.028745,0.622231,0.830284,0.250846,3.3099,2.4202,0.8378,0.8378,0,0,0,1
D1G_S05,grid,0.5,D1_LIKE,D1_LIKE,31,color_00035.png,2.8581,29.55,29.5787,0.7830,0,0,0,0,1.128521,0.427421,0.701100,1.211735,1.128516,0.622231,0.685495,0.395635,1.7326,2.1884,1.0903,1.0903,0,0,0,1
D1G_S05,grid,0.5,D1_LIKE,D1_LIKE,32,color_00036.png,2.0978,15.90,15.9405,0.7600,0,0,0,0,1.136259,0.668891,0.467368,1.211735,1.136255,0.622231,0.622253,0.458877,1.3560,2.0152,1.1674,1.1674,0,0,0,1
D1G_S05,grid,0.5,D1_LIKE,D1_LIKE,33,color_00037.png,2.0133,30.32,30.3357,0.7322,0,0,0,0,0.992382,0.605416,0.386966,1.211735,0.992385,0.622231,0.948338,0.132792,7.1415,2.4804,0.7614,0.7614,0,0,0,1
D1G_S05,grid,0.5,D1_LIKE,D1_LIKE,34,color_00038.png,0.0000,2.97,2.9791,0.6254,0,0,0,0,1.135172,0.936842,0.198330,1.211735,1.135170,0.622231,0.758988,0.322141,2.3561,1.8455,1.0313,1.0313,0,0,0,1
D1G_S05,grid,0.5,D1_LIKE,D1_LIKE,35,color_00039.png,0.9801,20.32,20.3323,0.6502,0,0,0,0,1.019250,0.707514,0.311737,1.211735,1.019253,0.622231,0.988273,0.092857,10.6430,2.3231,0.9849,0.9849,0,0,0,1
D1G_S05,grid,0.5,D1_LIKE,D1_LIKE,36,color_00040.png,1.5135,13.79,13.8286,0.7395,0,0,0,0,1.092682,0.755008,0.337674,1.211735,1.092681,0.622231,0.634017,0.447113,1.4180,1.7325,1.1367,1.1367,0,0,0,1
D1G_S05,grid,0.5,D1_LIKE,D1_LIKE,37,color_00041.png,2.0895,24.70,24.7340,0.7227,0,0,0,0,1.086948,0.695465,0.391484,1.211735,1.086948,0.622231,0.985715,0.095414,10.3309,1.9488,0.8884,0.8884,0,0,0,1
D1G_S05,grid,0.5,D1_LIKE,D1_LIKE,38,color_00042.png,0.0000,1.39,1.4130,0.6327,0,0,0,0,0.990097,0.830305,0.159792,1.211735,0.990100,0.622231,0.905779,0.175350,5.1655,2.8411,0.7649,0.7649,0,0,0,1
D1G_S05,grid,0.5,D1_LIKE,D1_LIKE,39,color_00043.png,1.1058,9.58,9.5994,0.6139,0,0,0,0,1.042298,0.888139,0.154159,1.211735,1.042299,0.622231,0.880092,0.201037,4.3778,2.4412,1.0703,1.0703,0,0,0,1
D1G_S10,grid,1,D1_LIKE,D1_LIKE,20,color_00024.png,163.8715,1415.67,1417.6520,9734.6770,1,1,1,0,2.038948,2162.496376,-2160.457428,2.423470,2.038943,1.244463,4.066389,0.258130,15.7533,5.0220,1.6386,1.6386,1,0,0,1
D1G_S10,grid,1,D1_LIKE,D1_LIKE,21,color_00025.png,1.8750,56.56,56.5621,1.3090,0,0,0,0,2.154239,1.719113,0.435126,2.423470,2.154237,1.244463,3.513649,0.810870,4.3332,3.9131,2.1078,2.1078,0,0,0,1
D1G_S10,grid,1,D1_LIKE,D1_LIKE,22,color_00026.png,7.7295,43.18,43.2892,1.4692,0,0,0,0,2.114301,1.262361,0.851940,2.423470,2.114300,1.244463,3.440979,0.883540,3.8945,4.6231,1.8695,1.8695,0,0,0,0
D1G_S10,grid,1,D1_LIKE,D1_LIKE,23,color_00027.png,180.0000,2806.65,2807.9553,1.5044,1,1,1,1,2.207640,1.753347,0.454293,2.423470,2.207641,1.244463,3.368156,0.956363,3.5218,4.0096,1.9454,1.9454,0,0,0,0
D1G_S10,grid,1,D1_LIKE,D1_LIKE,24,color_00028.png,178.7416,1412.54,1414.9758,6110.6609,1,1,1,1,2.251715,1090.052569,-1087.800854,2.423470,2.251714,1.244463,3.420063,0.904456,3.7813,3.7859,2.4776,2.4776,1,0,0,1
D1G_S10,grid,1,D1_LIKE,D1_LIKE,25,color_00029.png,4.7273,11.71,11.9526,1.5102,0,0,0,0,2.200569,1.535286,0.665283,2.423470,2.200569,1.244463,2.545322,1.779197,1.4306,4.5213,1.9125,1.9125,0,0,0,1
D1G_S10,grid,1,D1_LIKE,D1_LIKE,26,color_00030.png,4.3906,12.35,12.5305,1.3121,0,0,0,0,1.973661,1.663608,0.310054,2.423470,1.973657,1.244463,3.677848,0.646670,5.6874,5.6777,1.5635,1.5635,0,0,0,1
D1G_S10,grid,1,D1_LIKE,D1_LIKE,27,color_00031.png,3.2365,35.53,35.5689,1.3339,0,0,0,0,1.883396,1.516355,0.367042,2.423470,1.883398,1.244463,3.882312,0.442206,8.7794,5.0198,2.0172,2.0172,0,0,0,1
D1G_S10,grid,1,D1_LIKE,D1_LIKE,28,color_00032.png,178.9628,2474.81,2476.1304,1.5903,1,1,1,1,1.991206,2.138967,-0.147761,2.423470,1.991205,1.244463,3.068927,1.255592,2.4442,4.6309,1.2282,1.2282,0,0,0,1
D1G_S10,grid,1,D1_LIKE,D1_LIKE,29,color_00033.png,2.9972,12.26,12.3658,1.3212,0,0,0,0,1.882110,1.663100,0.219010,2.423470,1.882113,1.244463,3.978366,0.346153,11.4931,4.7284,1.2831,1.2831,0,0,0,1
D1G_S10,grid,1,D1_LIKE,D1_LIKE,30,color_00034.png,180.0000,2625.89,2627.1393,1.5587,1,1,1,1,2.057487,1.984012,0.073475,2.423470,2.057489,1.244463,3.321134,1.003384,3.3099,4.8404,1.6756,1.6756,0,0,0,1
D1G_S10,grid,1,D1_LIKE,D1_LIKE,31,color_00035.png,5.8241,59.38,59.4255,1.5703,0,0,0,0,2.257037,0.850899,1.406138,2.423470,2.257032,1.244463,2.741979,1.582539,1.7326,4.3769,2.1807,2.1807,0,0,0,1
D1G_S10,grid,1,D1_LIKE,D1_LIKE,32,color_00036.png,179.2253,2480.44,2481.7565,1.6175,1,1,1,1,2.272514,1.774357,0.498157,2.423470,2.272509,1.244463,2.489010,1.835508,1.3560,4.0304,2.3348,2.3348,0,0,0,1
D1G_S10,grid,1,D1_LIKE,D1_LIKE,33,color_00037.png,4.1497,60.07,60.1086,1.4655,0,0,0,0,1.984766,1.212029,0.772737,2.423470,1.984770,1.244463,3.793352,0.531167,7.1415,4.9608,1.5227,1.5227,0,0,0,1
D1G_S10,grid,1,D1_LIKE,D1_LIKE,34,color_00038.png,180.0000,2399.26,2400.4867,1.4443,1,1,1,1,2.270342,1.790143,0.480199,2.423470,2.270340,1.244463,3.035954,1.288565,2.3561,3.6909,2.0627,2.0627,0,0,0,1
D1G_S10,grid,1,D1_LIKE,D1_LIKE,35,color_00039.png,180.0000,2365.39,2366.6456,1.7480,1,1,1,1,2.038503,1.319094,0.719409,2.423470,2.038506,1.244463,3.953092,0.371427,10.6430,4.6462,1.9697,1.9697,0,0,0,1
D1G_S10,grid,1,D1_LIKE,D1_LIKE,36,color_00040.png,178.2198,2460.51,2461.7309,1.7250,1,1,1,1,2.185363,2.209999,-0.024636,2.423470,2.185361,1.244463,2.536067,1.788451,1.4180,3.4651,2.2735,2.2735,0,0,0,1
D1G_S10,grid,1,D1_LIKE,D1_LIKE,37,color_00041.png,4.3631,49.93,49.9905,1.4538,0,0,0,0,2.173897,1.377593,0.796304,2.423470,2.173896,1.244463,3.942862,0.381657,10.3309,3.8975,1.7768,1.7768,0,0,0,1
D1G_S10,grid,1,D1_LIKE,D1_LIKE,38,color_00042.png,151.2064,1321.65,1323.9492,4246.2512,1,1,1,0,1.980197,1133.515245,-1131.535049,2.423470,1.980200,1.244463,3.623117,0.701402,5.1655,5.6822,1.5298,1.5298,1,0,0,1
D1G_S10,grid,1,D1_LIKE,D1_LIKE,39,color_00043.png,180.0000,2553.75,2554.9910,1.4958,1,1,1,1,2.084598,1.929963,0.154635,2.423470,2.084599,1.244463,3.520369,0.804150,4.3778,4.8824,2.1406,2.1406,0,0,0,1
D1G_S15,grid,1.5,D1_LIKE,D1_LIKE,20,color_00024.png,179.5754,1415.19,1417.9843,6416.9118,1,1,1,1,3.058419,1538.424217,-1535.365798,3.635205,3.058414,1.866694,9.149374,0.580792,15.7533,7.5330,2.4580,2.4580,1,0,0,1
D1G_S15,grid,1.5,D1_LIKE,D1_LIKE,21,color_00025.png,180.0000,2744.03,2745.3885,1.9731,1,1,1,1,3.231358,2.587529,0.643829,3.635205,3.231356,1.866694,7.905710,1.824457,4.3332,5.8697,3.1617,3.1617,0,0,0,1
D1G_S15,grid,1.5,D1_LIKE,D1_LIKE,22,color_00026.png,11.6066,68.15,68.3072,2.2229,0,0,0,0,3.171451,1.883214,1.288237,3.635205,3.171450,1.866694,7.742202,1.987964,3.8945,6.9346,2.8042,2.8042,0,0,0,0
D1G_S15,grid,1.5,D1_LIKE,D1_LIKE,23,color_00027.png,179.5752,2812.18,2813.4757,2.1998,1,1,1,1,3.311461,2.487168,0.824293,3.635205,3.311461,1.866694,7.578351,2.151816,3.5218,6.0145,2.9181,2.9181,0,0,0,0
D1G_S15,grid,1.5,D1_LIKE,D1_LIKE,24,color_00028.png,179.1541,1412.75,1415.1724,3776.8181,1,1,1,1,3.377572,1080.594552,-1077.216980,3.635205,3.377571,1.866694,7.695141,2.035025,3.7813,5.6788,3.7164,3.7164,1,0,0,1
D1G_S15,grid,1.5,D1_LIKE,D1_LIKE,25,color_00029.png,7.0459,20.25,20.5409,2.2563,0,0,0,0,3.300853,2.306252,0.994601,3.635205,3.300854,1.866694,5.726974,4.003193,1.4306,6.7819,2.8688,2.8688,0,0,0,1
D1G_S15,grid,1.5,D1_LIKE,D1_LIKE,26,color_00030.png,6.6832,20.18,20.4251,1.9743,0,0,0,0,2.960490,2.491645,0.468844,3.635205,2.960486,1.866694,8.275159,1.455008,5.6874,8.5166,2.3453,2.3453,0,0,0,1
D1G_S15,grid,1.5,D1_LIKE,D1_LIKE,27,color_00031.png,4.8218,53.30,53.3651,2.0014,0,0,0,0,2.825095,2.272506,0.552589,3.635205,2.825097,1.866694,8.735203,0.994964,8.7794,7.5296,3.0257,3.0257,0,0,0,1
D1G_S15,grid,1.5,D1_LIKE,D1_LIKE,28,color_00032.png,178.4137,2454.33,2455.6694,2.2137,1,1,1,1,2.986809,2.841578,0.145231,3.635205,2.986808,1.866694,6.905086,2.825081,2.4442,6.9464,1.8423,1.8423,0,0,0,1
D1G_S15,grid,1.5,D1_LIKE,D1_LIKE,29,color_00033.png,4.5084,18.70,18.8504,1.9795,0,0,0,0,2.823167,2.496516,0.326651,3.635205,2.823170,1.866694,8.951323,0.778843,11.4931,7.0926,1.9247,1.9247,0,0,0,1
D1G_S15,grid,1.5,D1_LIKE,D1_LIKE,30,color_00034.png,180.0000,2656.65,2657.8906,2.2178,1,1,1,1,3.086232,2.672692,0.413540,3.635205,3.086234,1.866694,7.472552,2.257615,3.3099,7.2605,2.5135,2.5135,0,0,0,1
D1G_S15,grid,1.5,D1_LIKE,D1_LIKE,31,color_00035.png,8.6828,89.45,89.5241,2.3614,0,0,0,0,3.385553,1.271770,2.113783,3.635205,3.385548,1.866694,6.169454,3.560713,1.7326,6.5653,3.2710,3.2710,0,0,0,1
D1G_S15,grid,1.5,D1_LIKE,D1_LIKE,32,color_00036.png,178.7874,2465.73,2467.0456,2.3313,1,1,1,1,3.408769,2.280530,1.128239,3.635205,3.408764,1.866694,5.600273,4.129894,1.3560,6.0456,3.5022,3.5022,0,0,0,1
D1G_S15,grid,1.5,D1_LIKE,D1_LIKE,33,color_00037.png,6.1278,89.23,89.2830,2.1993,0,0,0,0,2.977151,1.819975,1.157176,3.635205,2.977155,1.866694,8.535041,1.195125,7.1415,7.4412,2.2841,2.2841,0,0,0,1
D1G_S15,grid,1.5,D1_LIKE,D1_LIKE,34,color_00038.png,180.0000,2398.76,2399.9829,1.9902,1,1,1,1,3.405512,2.603651,0.801860,3.635205,3.405509,1.866694,6.830896,2.899270,2.3561,5.5364,3.0940,3.0940,0,0,0,1
D1G_S15,grid,1.5,D1_LIKE,D1_LIKE,35,color_00039.png,180.0000,2342.92,2344.1969,2.3996,1,1,1,1,3.057756,1.885465,1.172291,3.635205,3.057758,1.866694,8.894457,0.835710,10.6430,6.9692,2.9546,2.9546,0,0,0,1
D1G_S15,grid,1.5,D1_LIKE,D1_LIKE,36,color_00040.png,177.1349,2474.52,2475.7362,2.4143,1,1,1,1,3.278043,2.842854,0.435190,3.635205,3.278042,1.866694,5.706151,4.024015,1.4180,5.1976,3.4102,3.4102,0,0,0,1
D1G_S15,grid,1.5,D1_LIKE,D1_LIKE,37,color_00041.png,6.5413,75.56,75.6431,2.1928,0,0,0,0,3.260845,2.047179,1.213666,3.635205,3.260845,1.866694,8.871439,0.858728,10.3309,5.8463,2.6652,2.6652,0,0,0,1
D1G_S15,grid,1.5,D1_LIKE,D1_LIKE,38,color_00042.png,179.2510,2585.54,2586.7540,2.0232,1,1,1,1,2.970297,2.181639,0.788658,3.635205,2.970300,1.866694,8.152013,1.578154,5.1655,8.5233,2.2947,2.2947,0,0,0,1
D1G_S15,grid,1.5,D1_LIKE,D1_LIKE,39,color_00043.png,180.0000,2542.94,2544.1928,2.0650,1,1,1,1,3.126897,2.714952,0.411945,3.635205,3.126898,1.866694,7.920829,1.809337,4.3778,7.3236,3.2109,3.2109,0,0,0,1
ISO_S10_SH,mechanism,1,ISOTROPIC,D1_LIKE,20,color_00024.png,178.8815,2757.87,2759.2847,1.3462,1,1,1,1,2.088479,1.608107,0.480372,2.423470,2.088475,1.244463,3.652289,0.672229,5.4331,4.6447,1.7103,1.7103,0,0,0,1
ISO_S10_SH,mechanism,1,ISOTROPIC,D1_LIKE,21,color_00025.png,1.4925,46.57,46.5728,1.2862,0,0,0,0,2.177147,1.721915,0.455232,2.423470,2.177143,1.244463,3.107905,1.216613,2.5546,3.9507,1.9249,1.9249,0,0,0,1
ISO_S10_SH,mechanism,1,ISOTROPIC,D1_LIKE,22,color_00026.png,6.5366,53.58,53.6402,1.4000,0,0,0,0,2.168417,1.425285,0.743132,2.423470,2.168417,1.244463,2.771529,1.552990,1.7846,4.0784,2.0319,2.0319,0,0,0,0
ISO_S10_SH,mechanism,1,ISOTROPIC,D1_LIKE,23,color_00027.png,180.0000,2788.11,2789.4281,1.3664,1,1,1,1,2.266136,1.826447,0.439689,2.423470,2.266137,1.244463,2.449113,1.875406,1.3059,3.5213,2.3563,2.3563,0,0,0,0
ISO_S10_SH,mechanism,1,ISOTROPIC,D1_LIKE,24,color_00028.png,170.9685,1387.56,1390.2577,6727.7068,1,1,1,1,2.334042,1537.278319,-1534.944277,2.423470,2.334041,1.244463,3.330722,0.993796,3.3515,3.1497,2.5395,2.5395,1,0,0,1
ISO_S10_SH,mechanism,1,ISOTROPIC,D1_LIKE,25,color_00029.png,5.1656,14.36,14.5872,1.6314,0,0,0,0,2.295566,1.409478,0.886088,2.423470,2.295565,1.244463,3.263518,1.061001,3.0759,3.8938,2.0252,2.0252,0,0,0,1
ISO_S10_SH,mechanism,1,ISOTROPIC,D1_LIKE,26,color_00030.png,3.8590,20.93,21.0063,1.2986,0,0,0,0,2.157964,1.777271,0.380694,2.423470,2.157961,1.244463,2.727792,1.596726,1.7084,5.0202,1.8332,1.8332,0,0,0,1
ISO_S10_SH,mechanism,1,ISOTROPIC,D1_LIKE,27,color_00031.png,2.8065,35.81,35.8499,1.3675,0,0,0,0,1.995600,1.546915,0.448684,2.423470,1.995600,1.244463,3.098856,1.225663,2.5283,4.6911,1.8601,1.8601,0,0,0,1
ISO_S10_SH,mechanism,1,ISOTROPIC,D1_LIKE,28,color_00032.png,179.1984,2486.38,2487.7015,1.5166,1,1,1,1,1.986341,2.227210,-0.240869,2.423470,1.986341,1.244463,2.618673,1.705845,1.5351,4.1740,1.8036,1.8036,0,0,0,1
ISO_S10_SH,mechanism,1,ISOTROPIC,D1_LIKE,29,color_00033.png,3.0228,14.34,14.4381,1.3568,0,0,0,0,1.947339,1.694855,0.252485,2.423470,1.947344,1.244463,3.303738,1.020780,3.2365,4.4252,1.5699,1.5699,0,0,0,1
ISO_S10_SH,mechanism,1,ISOTROPIC,D1_LIKE,30,color_00034.png,180.0000,2625.93,2627.1823,1.5424,1,1,1,1,2.084959,2.102319,-0.017360,2.423470,2.084961,1.244463,2.705004,1.619514,1.6703,4.3876,1.9456,1.9456,0,0,0,1
ISO_S10_SH,mechanism,1,ISOTROPIC,D1_LIKE,31,color_00035.png,5.3639,53.56,53.6055,1.6008,0,0,0,0,2.293403,0.947924,1.345479,2.423470,2.293399,1.244463,3.181504,1.143015,2.7834,3.4582,2.2421,2.2421,0,0,0,1
ISO_S10_SH,mechanism,1,ISOTROPIC,D1_LIKE,32,color_00036.png,179.5053,2484.14,2485.4505,1.6582,1,1,1,1,2.208008,1.731625,0.476382,2.423470,2.208003,1.244463,3.582570,0.741948,4.8286,4.1961,2.1694,2.1694,0,0,0,1
ISO_S10_SH,mechanism,1,ISOTROPIC,D1_LIKE,33,color_00037.png,3.8062,61.05,61.0824,1.4480,0,0,0,0,1.984007,1.278033,0.705975,2.423470,1.984011,1.244463,3.052532,1.271986,2.3998,4.4975,1.6119,1.6119,0,0,0,1
ISO_S10_SH,mechanism,1,ISOTROPIC,D1_LIKE,34,color_00038.png,180.0000,2394.17,2395.3908,1.4565,1,1,1,1,2.246522,1.950543,0.295979,2.423470,2.246520,1.244463,2.607611,1.716908,1.5188,4.1885,2.0198,2.0198,0,0,0,1
ISO_S10_SH,mechanism,1,ISOTROPIC,D1_LIKE,35,color_00039.png,180.0000,2376.83,2378.0770,1.6594,1,1,1,1,2.110699,1.514614,0.596085,2.423470,2.110701,1.244463,3.262585,1.061934,3.0723,4.3238,2.1658,2.1658,0,0,0,1
ISO_S10_SH,mechanism,1,ISOTROPIC,D1_LIKE,36,color_00040.png,178.0026,2443.50,2444.7199,1.7920,1,1,1,1,2.158769,2.059064,0.099705,2.423470,2.158768,1.244463,3.267969,1.056550,3.0931,4.4713,2.1529,2.1529,0,0,0,1
ISO_S10_SH,mechanism,1,ISOTROPIC,D1_LIKE,37,color_00041.png,4.4415,53.83,53.8887,1.4469,0,0,0,0,2.235259,1.439549,0.795710,2.423470,2.235259,1.244463,3.417425,0.907094,3.7674,3.6658,1.7829,1.7829,0,0,0,1
ISO_S10_SH,mechanism,1,ISOTROPIC,D1_LIKE,38,color_00042.png,180.0000,2587.34,2588.5466,1.4541,1,1,1,1,2.122076,1.679518,0.442558,2.423470,2.122080,1.244463,3.253146,1.071373,3.0364,5.0412,1.7161,1.7161,0,0,0,1
ISO_S10_SH,mechanism,1,ISOTROPIC,D1_LIKE,39,color_00043.png,180.0000,2569.88,2571.1116,1.4530,1,1,1,1,2.038781,1.943496,0.095285,2.423470,2.038782,1.244463,2.444120,1.880399,1.2998,4.8176,1.9937,1.9937,0,0,0,1
