condition,group,sigma,image_id,rgb,rot_err_deg,trans_err_mm,add_mm,reproj_official_px,flip_gt_90,flip_gt_120,flip_gt_150,flip_gt_170,J_gt_px,J_pred_px,delta_J_px,res_rms_px,res_meannorm_px,res_coherent_px,res_median_px,res_p90_px,kp_err_median_px,flag_solver_divergence,flag_catastrophic_kp,flag_pnp_exception,in_clean18
SIG_S075,synthetic,0.75,22,color_00026.png,3.0104,25.12,25.1481,0.7773,0,0,0,0,1.073263,0.711903,0.361360,1.191620,1.073263,0.610039,1.1672,1.7048,1.1672,0,0,0,0
SIG_S075,synthetic,0.75,23,color_00027.png,180.0000,2789.99,2791.3073,0.6801,1,1,1,1,1.003157,1.123042,-0.119885,1.098522,1.003160,0.209551,1.0107,1.5809,1.0107,0,0,0,0
SIG_S075,synthetic,0.75,24,color_00028.png,0.5737,10.73,10.7508,0.3633,0,0,0,0,1.090541,1.013505,0.077035,1.145987,1.090541,0.245432,1.0643,1.5393,1.0643,0,0,0,1
SIG_S075,synthetic,0.75,25,color_00029.png,2.2642,5.31,5.4509,0.4621,0,0,0,0,0.896200,0.633152,0.263048,0.943961,0.896201,0.119851,0.8151,1.2512,0.8151,0,0,0,1
SIG_S075,synthetic,0.75,26,color_00030.png,1.5666,9.25,9.2784,0.2999,0,0,0,0,0.876453,0.833459,0.042994,0.976793,0.876450,0.076208,0.8658,1.2999,0.8658,0,0,0,1
SIG_S075,synthetic,0.75,27,color_00031.png,1.0723,16.69,16.7089,0.5921,0,0,0,0,0.972231,0.715419,0.256812,1.077340,0.972233,0.486793,0.8822,1.4880,0.8822,0,0,0,1
SIG_S075,synthetic,0.75,28,color_00032.png,0.0000,15.01,15.0137,0.4997,0,0,0,0,0.841346,0.708016,0.133330,1.017409,0.841345,0.472128,0.7434,1.5442,0.7434,0,0,0,1
SIG_S075,synthetic,0.75,29,color_00033.png,1.3729,7.14,7.1832,0.3316,0,0,0,0,1.017373,0.873980,0.143393,1.088672,1.017375,0.184781,1.1172,1.4238,1.1172,0,0,0,1
SIG_S075,synthetic,0.75,30,color_00034.png,0.0000,25.36,25.3647,0.3882,0,0,0,0,0.912852,0.808173,0.104678,0.998568,0.912855,0.214910,0.8160,1.3520,0.8160,0,0,0,1
SIG_S075,synthetic,0.75,31,color_00035.png,2.2621,23.26,23.2827,0.6188,0,0,0,0,0.917214,0.414654,0.502561,0.995581,0.917211,0.406090,0.7335,1.4050,0.7335,0,0,0,1
SIG_S075,synthetic,0.75,32,color_00036.png,180.0000,2494.33,2495.6377,0.8247,1,1,1,1,1.158659,1.413194,-0.254535,1.285110,1.158657,0.152483,1.0871,1.6889,1.0871,0,0,0,1
SIG_S075,synthetic,0.75,33,color_00037.png,2.4382,40.64,40.6583,0.7341,0,0,0,0,1.266428,0.851343,0.415086,1.418522,1.266429,0.315550,1.2935,2.0450,1.2935,0,0,0,1
SIG_S075,synthetic,0.75,34,color_00038.png,0.0000,1.21,1.2565,0.3226,0,0,0,0,0.896848,0.849231,0.047618,0.989675,0.896846,0.308605,0.8405,1.3575,0.8405,0,0,0,1
SIG_S075,synthetic,0.75,35,color_00039.png,180.0000,2390.47,2391.7021,1.0470,1,1,1,1,1.141613,1.172848,-0.031235,1.316303,1.141616,0.356267,1.1001,2.2049,1.1001,0,0,0,1
SIG_S075,synthetic,0.75,36,color_00040.png,1.8797,7.51,7.6117,0.5522,0,0,0,0,1.024351,0.840560,0.183790,1.262722,1.024347,0.181606,0.8338,1.6828,0.8338,0,0,0,1
SIG_S075,synthetic,0.75,37,color_00041.png,1.3177,18.15,18.1672,0.3291,0,0,0,0,0.674215,0.500624,0.173591,0.727715,0.674217,0.132316,0.6412,0.9337,0.6412,0,0,0,1
SIG_S075,synthetic,0.75,38,color_00042.png,0.0000,1.15,1.1582,0.5196,0,0,0,0,0.733726,0.547218,0.186508,0.833601,0.733726,0.523637,0.7231,1.2345,0.7231,0,0,0,1
SIG_S075,synthetic,0.75,39,color_00043.png,1.3052,1.01,1.3063,0.3961,0,0,0,0,0.969961,0.921589,0.048372,1.090529,0.969964,0.271775,1.0849,1.4617,1.0849,0,0,0,1
SIG_S100,synthetic,1,20,color_00024.png,1.4613,24.29,24.3020,0.5795,0,0,0,0,1.063538,0.896186,0.167352,1.242515,1.063534,0.454530,0.6490,1.7564,0.6490,0,0,0,1
SIG_S100,synthetic,1,21,color_00025.png,0.0000,19.19,19.1876,0.4280,0,0,0,0,0.872914,0.705707,0.167207,0.927652,0.872913,0.364061,0.9083,1.2219,0.9083,0,0,0,1
SIG_S100,synthetic,1,22,color_00026.png,4.0931,33.80,33.8323,1.0394,0,0,0,0,1.431017,0.945213,0.485804,1.588826,1.431017,0.813386,1.5562,2.2731,1.5562,0,0,0,0
SIG_S100,synthetic,1,23,color_00027.png,180.0000,2789.84,2791.1589,0.7711,1,1,1,1,1.337543,1.364768,-0.027225,1.464697,1.337547,0.279402,1.3476,2.1079,1.3476,0,0,0,0
SIG_S100,synthetic,1,24,color_00028.png,147.5207,1389.08,1391.0099,36662.3436,1,1,0,0,1.454054,2158.570252,-2157.116197,1.527983,1.454055,0.327243,1.4190,2.0524,1.4190,1,0,0,1
SIG_S100,synthetic,1,25,color_00029.png,3.0896,7.41,7.5864,0.6147,0,0,0,0,1.194934,0.844753,0.350180,1.258614,1.194934,0.159801,1.0869,1.6683,1.0869,0,0,0,1
SIG_S100,synthetic,1,26,color_00030.png,2.2134,12.48,12.5167,0.4020,0,0,0,0,1.168603,1.111005,0.057598,1.302391,1.168600,0.101611,1.1545,1.7332,1.1545,0,0,0,1
SIG_S100,synthetic,1,27,color_00031.png,1.5804,22.22,22.2379,0.7892,0,0,0,0,1.296309,0.953683,0.342626,1.436454,1.296311,0.649058,1.1763,1.9840,1.1763,0,0,0,1
SIG_S100,synthetic,1,28,color_00032.png,179.6841,2499.42,2500.7259,1.1264,1,1,1,1,1.121795,1.654109,-0.532315,1.356546,1.121794,0.629504,0.9912,2.0589,0.9912,0,0,0,1
SIG_S100,synthetic,1,29,color_00033.png,1.9412,9.53,9.5820,0.4402,0,0,0,0,1.356498,1.166043,0.190454,1.451563,1.356500,0.246375,1.4896,1.8984,1.4896,0,0,0,1
SIG_S100,synthetic,1,30,color_00034.png,179.2895,1313.70,1316.1923,4329.2521,1,1,1,1,1.217136,1113.549382,-1112.332246,1.331424,1.217140,0.286547,1.0880,1.8026,1.0880,1,0,0,1
SIG_S100,synthetic,1,31,color_00035.png,3.0871,31.04,31.0666,0.8258,0,0,0,0,1.222951,0.552938,0.670014,1.327441,1.222948,0.541454,0.9780,1.8733,0.9780,0,0,0,1
SIG_S100,synthetic,1,32,color_00036.png,179.6682,2489.09,2490.3997,0.9672,1,1,1,1,1.544878,1.578689,-0.033811,1.713479,1.544876,0.203310,1.4494,2.2518,1.4494,0,0,0,1
SIG_S100,synthetic,1,33,color_00037.png,3.2953,53.91,53.9338,0.9795,0,0,0,0,1.688572,1.134925,0.553647,1.891363,1.688572,0.420733,1.7246,2.7266,1.7246,0,0,0,1
SIG_S100,synthetic,1,34,color_00038.png,180.0000,2396.57,2397.7885,0.8704,1,1,1,1,1.195797,1.468341,-0.272545,1.319567,1.195795,0.411473,1.1206,1.8101,1.1206,0,0,0,1
SIG_S100,synthetic,1,35,color_00039.png,180.0000,2383.50,2384.7471,1.1903,1,1,1,1,1.522152,1.325018,0.197134,1.755071,1.522154,0.475022,1.4668,2.9398,1.4668,0,0,0,1
SIG_S100,synthetic,1,36,color_00040.png,178.4672,2441.45,2442.6711,1.1103,1,1,1,1,1.365800,1.832365,-0.466566,1.683629,1.365796,0.242141,1.1117,2.2437,1.1117,0,0,0,1
SIG_S100,synthetic,1,37,color_00041.png,1.8889,24.23,24.2535,0.4404,0,0,0,0,0.898954,0.666051,0.232902,0.970286,0.898956,0.176421,0.8550,1.2449,0.8550,0,0,0,1
SIG_S100,synthetic,1,38,color_00042.png,0.0000,1.52,1.5392,0.6928,0,0,0,0,0.978301,0.729639,0.248662,1.111467,0.978302,0.698182,0.9641,1.6460,0.9641,0,0,0,1
SIG_S100,synthetic,1,39,color_00043.png,155.1984,1313.49,1315.8609,19281.7444,1,1,1,0,1.293282,1127.020041,-1125.726758,1.454039,1.293285,0.362366,1.4465,1.9489,1.4465,1,0,0,1
SIG_S125,synthetic,1.25,20,color_00024.png,179.2772,2771.48,2772.8910,0.7698,1,1,1,1,1.329422,1.178966,0.150455,1.553144,1.329418,0.568162,0.8112,2.1955,0.8112,0,0,0,1
SIG_S125,synthetic,1.25,21,color_00025.png,0.3689,23.90,23.9051,0.5350,0,0,0,0,1.091142,0.882310,0.208832,1.159565,1.091142,0.455076,1.1354,1.5273,1.1354,0,0,0,1
SIG_S125,synthetic,1.25,22,color_00026.png,5.1720,42.64,42.6826,1.3028,0,0,0,0,1.788771,1.176546,0.612225,1.986033,1.788771,1.016732,1.9453,2.8413,1.9453,0,0,0,0
SIG_S125,synthetic,1.25,23,color_00027.png,180.0000,2789.52,2790.8382,0.8704,1,1,1,1,1.671930,1.622422,0.049509,1.830871,1.671934,0.349252,1.6845,2.6349,1.6845,0,0,0,0
SIG_S125,synthetic,1.25,24,color_00028.png,170.1016,1387.64,1390.3318,6223.0786,1,1,1,1,1.817568,1534.995785,-1533.178217,1.909979,1.817568,0.409054,1.7738,2.5655,1.7738,1,0,0,1
SIG_S125,synthetic,1.25,25,color_00029.png,3.8942,9.69,9.8954,0.7666,0,0,0,0,1.493667,1.056621,0.437046,1.573268,1.493668,0.199752,1.3586,2.0854,1.3586,0,0,0,1
SIG_S125,synthetic,1.25,26,color_00030.png,2.8418,15.79,15.8407,0.5054,0,0,0,0,1.460753,1.388404,0.072348,1.627988,1.460750,0.127013,1.4431,2.1665,1.4431,0,0,0,1
SIG_S125,synthetic,1.25,27,color_00031.png,2.0485,27.73,27.7603,0.9862,0,0,0,0,1.620387,1.191839,0.428547,1.795567,1.620389,0.811322,1.4704,2.4800,1.4704,0,0,0,1
SIG_S125,synthetic,1.25,28,color_00032.png,179.4911,2495.10,2496.4100,1.2732,1,1,1,1,1.402243,1.844603,-0.442360,1.695682,1.402242,0.786879,1.2391,2.5736,1.2391,0,0,0,1
SIG_S125,synthetic,1.25,29,color_00033.png,2.4750,11.93,11.9915,0.5478,0,0,0,0,1.695623,1.458451,0.237172,1.814453,1.695625,0.307969,1.8620,2.3731,1.8620,0,0,0,1
SIG_S125,synthetic,1.25,30,color_00034.png,180.0000,2613.04,2614.2976,0.8976,1,1,1,1,1.521421,1.792584,-0.271162,1.664280,1.521425,0.358184,1.3600,2.2533,1.3600,0,0,0,1
SIG_S125,synthetic,1.25,31,color_00035.png,3.8929,38.84,38.8750,1.0332,0,0,0,0,1.528688,0.691276,0.837412,1.659301,1.528685,0.676817,1.2224,2.3417,1.2224,0,0,0,1
SIG_S125,synthetic,1.25,32,color_00036.png,179.4867,2483.83,2485.1306,1.1309,1,1,1,1,1.931097,1.751854,0.179243,2.141849,1.931096,0.254138,1.8118,2.8148,1.8118,0,0,0,1
SIG_S125,synthetic,1.25,33,color_00037.png,4.1238,67.04,67.0728,1.2252,0,0,0,0,2.110715,1.418447,0.692268,2.364204,2.110716,0.525916,2.1558,3.4083,2.1558,0,0,0,1
SIG_S125,synthetic,1.25,34,color_00038.png,180.0000,2395.66,2396.8805,0.9155,1,1,1,1,1.494745,1.626165,-0.131419,1.649458,1.494743,0.514341,1.4008,2.2626,1.4008,0,0,0,1
SIG_S125,synthetic,1.25,35,color_00039.png,180.0000,2376.53,2377.7766,1.3445,1,1,1,1,1.902691,1.532060,0.370630,2.193838,1.902693,0.593778,1.8335,3.6748,1.8335,0,0,0,1
SIG_S125,synthetic,1.25,36,color_00040.png,178.0046,2443.82,2445.0435,1.2527,1,1,1,1,1.707249,2.060789,-0.353541,2.104537,1.707245,0.302676,1.3896,2.8046,1.3896,0,0,0,1
SIG_S125,synthetic,1.25,37,color_00041.png,2.4326,30.35,30.3753,0.5527,0,0,0,0,1.123693,0.830734,0.292959,1.212858,1.123695,0.220526,1.0687,1.5561,1.0687,0,0,0,1
SIG_S125,synthetic,1.25,38,color_00042.png,0.0000,1.90,1.9209,0.8660,0,0,0,0,1.222877,0.912058,0.310819,1.389334,1.222877,0.872728,1.2052,2.0575,1.2052,0,0,0,1
SIG_S125,synthetic,1.25,39,color_00043.png,180.0000,2570.93,2572.1629,0.6841,1,1,1,1,1.616604,1.705920,-0.089317,1.817549,1.616606,0.452958,1.8081,2.4361,1.8081,0,0,0,1
SIG_S150,synthetic,1.5,20,color_00024.png,179.0897,2765.34,2766.7470,0.8877,1,1,1,1,1.595305,1.369481,0.225824,1.863773,1.595302,0.681795,0.9734,2.6346,0.9734,0,0,0,1
SIG_S150,synthetic,1.5,21,color_00025.png,0.6738,28.60,28.6010,0.6420,0,0,0,0,1.309370,1.058988,0.250382,1.391478,1.309370,0.546091,1.3625,1.8328,1.3625,0,0,0,1
SIG_S150,synthetic,1.5,22,color_00026.png,6.2516,51.63,51.6838,1.5677,0,0,0,0,2.146525,1.405909,0.740617,2.383240,2.146525,1.220078,2.3343,3.4096,2.3343,0,0,0,0
SIG_S150,synthetic,1.5,23,color_00027.png,180.0000,2789.02,2790.3397,0.9762,1,1,1,1,2.006317,1.886343,0.119974,2.197045,2.006321,0.419103,2.0214,3.1619,2.0214,0,0,0,0
SIG_S150,synthetic,1.5,24,color_00028.png,176.6845,1387.29,1389.9994,8994.9054,1,1,1,1,2.181082,1533.085297,-1530.904215,2.291975,2.181082,0.490864,2.1285,3.0786,2.1285,1,0,0,1
SIG_S150,synthetic,1.5,25,color_00029.png,4.6854,12.15,12.3786,0.9177,0,0,0,0,1.792401,1.268797,0.523603,1.887922,1.792401,0.239702,1.6303,2.5025,1.6303,0,0,0,1
SIG_S150,synthetic,1.5,26,color_00030.png,3.4637,19.19,19.2498,0.6099,0,0,0,0,1.752903,1.665647,0.087256,1.953586,1.752900,0.152416,1.7317,2.5998,1.7317,0,0,0,1
SIG_S150,synthetic,1.5,27,color_00031.png,2.4963,33.24,33.2720,1.1830,0,0,0,0,1.944465,1.429902,0.514563,2.154680,1.944467,0.973587,1.7645,2.9760,1.7645,0,0,0,1
SIG_S150,synthetic,1.5,28,color_00032.png,179.3310,2490.79,2492.1019,1.4249,1,1,1,1,1.682692,2.040989,-0.358297,2.034819,1.682691,0.944255,1.4869,3.0883,1.4869,0,0,0,1
SIG_S150,synthetic,1.5,29,color_00033.png,2.9893,14.34,14.4172,0.6546,0,0,0,0,2.034748,1.751223,0.283525,2.177344,2.034751,0.369563,2.2344,2.8477,2.2344,0,0,0,1
SIG_S150,synthetic,1.5,30,color_00034.png,180.0000,2622.37,2623.6265,1.0047,1,1,1,1,1.825706,2.012055,-0.186349,1.997135,1.825710,0.429821,1.6320,2.7039,1.6320,0,0,0,1
SIG_S150,synthetic,1.5,31,color_00035.png,4.6868,46.67,46.7075,1.2410,0,0,0,0,1.834425,0.829674,1.004752,1.991161,1.834422,0.812180,1.4669,2.8100,1.4669,0,0,0,1
SIG_S150,synthetic,1.5,32,color_00036.png,179.3364,2478.53,2479.8351,1.3067,1,1,1,1,2.317316,1.930558,0.386758,2.570219,2.317315,0.304965,2.1741,3.3777,2.1741,0,0,0,1
SIG_S150,synthetic,1.5,33,color_00037.png,4.9297,80.03,80.0668,1.4710,0,0,0,0,2.532858,1.701936,0.830922,2.837045,2.532859,0.631100,2.5869,4.0899,2.5869,0,0,0,1
SIG_S150,synthetic,1.5,34,color_00038.png,180.0000,2394.75,2395.9707,0.9690,1,1,1,1,1.793694,1.816329,-0.022634,1.979350,1.793692,0.617210,1.6809,2.7151,1.6809,0,0,0,1
SIG_S150,synthetic,1.5,35,color_00039.png,180.0000,2369.55,2370.8022,1.5053,1,1,1,1,2.283229,1.782704,0.500525,2.632606,2.283231,0.712533,2.2002,4.4098,2.2002,0,0,0,1
SIG_S150,synthetic,1.5,36,color_00040.png,177.5430,2446.05,2447.2743,1.4055,1,1,1,1,2.048697,2.298039,-0.249341,2.525444,2.048693,0.363212,1.6675,3.3656,1.6675,0,0,0,1
SIG_S150,synthetic,1.5,37,color_00041.png,2.9604,36.47,36.5074,0.6656,0,0,0,0,1.348432,0.994760,0.353672,1.455429,1.348434,0.264632,1.2825,1.8674,1.2825,0,0,0,1
SIG_S150,synthetic,1.5,38,color_00042.png,161.3086,1322.61,1324.9776,5040.6404,1,1,1,0,1.467452,1127.376713,-1125.909261,1.667201,1.467452,1.047273,1.4462,2.4690,1.4462,1,0,0,1
SIG_S150,synthetic,1.5,39,color_00043.png,180.0000,2570.04,2571.2743,0.7400,1,1,1,1,1.939925,1.968838,-0.028913,2.181059,1.939927,0.543549,2.1697,2.9234,2.1697,0,0,0,1
SIG_S175,synthetic,1.75,20,color_00024.png,178.9098,2759.19,2760.6068,1.0126,1,1,1,1,1.861189,1.568504,0.292684,2.174402,1.861185,0.795427,1.1357,3.0736,1.1357,0,0,0,1
SIG_S175,synthetic,1.75,21,color_00025.png,0.9080,33.26,33.2667,0.7490,0,0,0,0,1.527599,1.235722,0.291876,1.623391,1.527598,0.637106,1.5896,2.1383,1.5896,0,0,0,1
SIG_S175,synthetic,1.75,22,color_00026.png,166.7958,1413.15,1415.8056,7461.2110,1,1,1,0,2.504280,1535.657285,-1533.153005,2.780446,2.504280,1.423425,2.7234,3.9778,2.7234,1,0,0,0
SIG_S175,synthetic,1.75,23,color_00027.png,179.7409,2788.34,2789.6554,1.0901,1,1,1,1,2.340704,2.153470,0.187233,2.563219,2.340708,0.488953,2.3583,3.6889,2.3583,0,0,0,0
SIG_S175,synthetic,1.75,24,color_00028.png,178.8930,1412.73,1415.1653,4657.2810,1,1,1,1,2.544596,1087.927684,-1085.383088,2.673971,2.544596,0.572675,2.4833,3.5918,2.4833,1,0,0,1
SIG_S175,synthetic,1.75,25,color_00029.png,5.4656,14.79,15.0354,1.0680,0,0,0,0,2.091134,1.481285,0.609849,2.202575,2.091135,0.279652,1.9020,2.9195,1.9020,0,0,0,1
SIG_S175,synthetic,1.75,26,color_00030.png,4.0823,22.67,22.7442,0.7153,0,0,0,0,2.045053,1.942704,0.102349,2.279184,2.045050,0.177819,2.0203,3.0331,2.0203,0,0,0,1
SIG_S175,synthetic,1.75,27,color_00031.png,2.9309,38.73,38.7723,1.3797,0,0,0,0,2.268542,1.667870,0.600673,2.513794,2.268545,1.135851,2.0586,3.4720,2.0586,0,0,0,1
SIG_S175,synthetic,1.75,28,color_00032.png,179.1844,2486.48,2487.8014,1.5799,1,1,1,1,1.963140,2.243231,-0.280091,2.373955,1.963139,1.101631,1.7347,3.6030,1.7347,0,0,0,1
SIG_S175,synthetic,1.75,29,color_00033.png,3.4887,16.76,16.8512,0.7604,0,0,0,0,2.373873,2.044318,0.329555,2.540235,2.373876,0.431157,2.6068,3.3223,2.6068,0,0,0,1
SIG_S175,synthetic,1.75,30,color_00034.png,180.0000,2631.84,2633.0848,1.1218,1,1,1,1,2.129991,2.240370,-0.110379,2.329991,2.129994,0.501458,1.9040,3.1546,1.9040,0,0,0,1
SIG_S175,synthetic,1.75,31,color_00035.png,5.4721,54.52,54.5622,1.4492,0,0,0,0,2.140162,0.968136,1.172026,2.323021,2.140159,0.947544,1.7114,3.2783,1.7114,0,0,0,1
SIG_S175,synthetic,1.75,32,color_00036.png,179.2002,2473.21,2474.5176,1.4924,1,1,1,1,2.703535,2.113648,0.589888,2.998589,2.703534,0.355793,2.5365,3.9407,2.5365,0,0,0,1
SIG_S175,synthetic,1.75,33,color_00037.png,5.7169,92.87,92.9145,1.7170,0,0,0,0,2.955001,1.985385,0.969616,3.309886,2.955002,0.736283,3.0181,4.7716,3.0181,0,0,0,1
SIG_S175,synthetic,1.75,34,color_00038.png,180.0000,2393.84,2395.0599,1.0307,1,1,1,1,2.092643,2.031921,0.060722,2.309241,2.092641,0.720078,1.9611,3.1676,1.9611,0,0,0,1
SIG_S175,synthetic,1.75,35,color_00039.png,180.0000,2362.56,2363.8194,1.6699,1,1,1,1,2.663768,2.061751,0.602016,3.071374,2.663770,0.831289,2.5669,5.1447,2.5669,0,0,0,1
SIG_S175,synthetic,1.75,36,color_00040.png,177.0800,2448.13,2449.3527,1.5662,1,1,1,1,2.390146,2.539576,-0.149430,2.946351,2.390142,0.423747,1.9454,3.9265,1.9454,0,0,0,1
SIG_S175,synthetic,1.75,37,color_00041.png,3.4816,42.63,42.6748,0.7795,0,0,0,0,1.573171,1.158028,0.415143,1.698001,1.573174,0.308737,1.4962,2.1786,1.4962,0,0,0,1
SIG_S175,synthetic,1.75,38,color_00042.png,180.0000,2589.73,2590.9336,1.5251,1,1,1,1,1.712028,1.379404,0.332623,1.945068,1.712028,1.221819,1.6872,2.8805,1.6872,0,0,0,1
SIG_S175,synthetic,1.75,39,color_00043.png,179.7981,2569.07,2570.3055,0.8125,1,1,1,1,2.263246,2.240384,0.022862,2.544569,2.263249,0.634141,2.5314,3.4106,2.5314,0,0,0,1
SIG_S200,synthetic,2,20,color_00024.png,178.7353,2753.04,2754.4586,1.1426,1,1,1,1,2.127072,1.773390,0.353683,2.485031,2.127069,0.909060,1.2979,3.5127,1.2979,0,0,0,1
SIG_S200,synthetic,2,21,color_00025.png,1.1124,37.91,37.9137,0.8560,0,0,0,0,1.745827,1.412526,0.333301,1.855304,1.745827,0.728121,1.8167,2.4437,1.8167,0,0,0,1
SIG_S200,synthetic,2,22,color_00026.png,177.8012,2733.67,2734.9920,2.0564,1,1,1,1,2.862034,2.194798,0.667236,3.177653,2.862034,1.626771,3.1124,4.5461,3.1124,0,0,0,0
SIG_S200,synthetic,2,23,color_00027.png,179.5823,2787.46,2788.7728,1.2121,1,1,1,1,2.675091,2.422139,0.252952,2.929393,2.675094,0.558803,2.6952,4.2159,2.6952,0,0,0,0
SIG_S200,synthetic,2,24,color_00028.png,177.4180,1412.71,1415.1298,3764.4877,1,1,1,1,2.908109,1085.967737,-1083.059628,3.055966,2.908110,0.654486,2.8381,4.1049,2.8381,1,0,0,1
SIG_S200,synthetic,2,25,color_00029.png,6.2352,17.60,17.8655,1.2175,0,0,0,0,2.389868,1.694069,0.695798,2.517229,2.389868,0.319602,2.1737,3.3366,2.1737,0,0,0,1
SIG_S200,synthetic,2,26,color_00030.png,4.7012,26.24,26.3219,0.8219,0,0,0,0,2.337203,2.219589,0.117613,2.604781,2.337200,0.203221,2.3089,3.4664,2.3089,0,0,0,1
SIG_S200,synthetic,2,27,color_00031.png,3.3555,44.22,44.2602,1.5762,0,0,0,0,2.592620,1.905747,0.686873,2.872907,2.592623,1.298115,2.3527,3.9680,2.3527,0,0,0,1
SIG_S200,synthetic,2,28,color_00032.png,179.0454,2482.19,2483.5091,1.7371,1,1,1,1,2.243589,2.452146,-0.208557,2.713092,2.243588,1.259007,1.9825,4.1177,1.9825,0,0,0,1
SIG_S200,synthetic,2,29,color_00033.png,3.9762,19.19,19.2933,0.8653,0,0,0,0,2.712998,2.337731,0.375267,2.903126,2.713001,0.492751,2.9792,3.7969,2.9792,0,0,0,1
SIG_S200,synthetic,2,30,color_00034.png,180.0000,2641.43,2642.6735,1.2419,1,1,1,1,2.434276,2.475461,-0.041185,2.662847,2.434279,0.573094,2.1760,3.6052,2.1760,0,0,0,1
SIG_S200,synthetic,2,31,color_00035.png,6.2505,62.39,62.4382,1.6578,0,0,0,0,2.445899,1.106667,1.339232,2.654881,2.445896,1.082907,1.9559,3.7467,1.9559,0,0,0,1
SIG_S200,synthetic,2,32,color_00036.png,179.0727,2467.88,2469.1797,1.6848,1,1,1,1,3.089754,2.302101,0.787653,3.426959,3.089753,0.406620,2.8988,4.5036,2.8988,0,0,0,1
SIG_S200,synthetic,2,33,color_00037.png,6.4864,105.56,105.6100,1.9632,0,0,0,0,3.377144,2.268816,1.108328,3.782727,3.377145,0.841466,3.4492,5.4532,3.4492,0,0,0,1
SIG_S200,synthetic,2,34,color_00038.png,180.0000,2392.92,2394.1473,1.0998,1,1,1,1,2.391591,2.265076,0.126515,2.639133,2.391589,0.822946,2.2413,3.6201,2.2413,0,0,0,1
SIG_S200,synthetic,2,35,color_00039.png,180.0000,2355.57,2356.8415,1.8370,1,1,1,1,3.044306,2.356676,0.687630,3.510141,3.044308,0.950044,2.9336,5.8797,2.9336,0,0,0,1
SIG_S200,synthetic,2,36,color_00040.png,176.6133,2450.05,2451.2790,1.7330,1,1,1,1,2.731595,2.784089,-0.052493,3.367259,2.731591,0.484282,2.2234,4.4874,2.2234,0,0,0,1
SIG_S200,synthetic,2,37,color_00041.png,3.9960,48.81,48.8540,0.8941,0,0,0,0,1.797910,1.320641,0.477269,1.940572,1.797913,0.352842,1.7100,2.4898,1.7100,0,0,0,1
SIG_S200,synthetic,2,38,color_00042.png,180.0000,2589.26,2590.4718,1.6862,1,1,1,1,1.956603,1.485669,0.470934,2.222935,1.956603,1.396365,1.9283,3.2920,1.9283,0,0,0,1
SIG_S200,synthetic,2,39,color_00043.png,179.6425,2568.02,2569.2611,0.8980,1,1,1,1,2.586567,2.516561,0.070006,2.908078,2.586570,0.724732,2.8930,3.8978,2.8930,0,0,0,1
SIG_S250,synthetic,2.5,20,color_00024.png,178.3968,2740.75,2742.1731,1.4128,1,1,1,1,2.658840,2.194279,0.464560,3.106289,2.658836,1.136325,1.6224,4.3909,1.6224,0,0,0,1
SIG_S250,synthetic,2.5,21,color_00025.png,1.4794,47.14,47.1442,1.0700,0,0,0,0,2.182284,1.766307,0.415977,2.319130,2.182283,0.910151,2.2709,3.0547,2.2709,0,0,0,1
SIG_S250,synthetic,2.5,22,color_00026.png,177.2008,2715.99,2717.3088,2.5713,1,1,1,1,3.577542,2.636858,0.940684,3.972066,3.577542,2.033464,3.8906,5.6826,3.8906,0,0,0,0
SIG_S250,synthetic,2.5,23,color_00027.png,179.3045,2785.06,2786.3653,1.4786,1,1,1,1,3.343864,2.961855,0.382009,3.661742,3.343868,0.698504,3.3690,5.2698,3.3690,0,0,0,0
SIG_S250,synthetic,2.5,24,color_00028.png,180.0000,1412.71,1415.1409,3902.8357,1,1,1,1,3.635137,1090.162276,-1086.527139,3.819958,3.635137,0.818107,3.5476,5.1311,3.5476,1,0,0,1
SIG_S250,synthetic,2.5,25,color_00029.png,7.7458,23.74,24.0325,1.5142,0,0,0,0,2.987335,2.120695,0.866640,3.146536,2.987335,0.399503,2.7171,4.1708,2.7171,0,0,0,1
SIG_S250,synthetic,2.5,26,color_00030.png,5.9415,33.62,33.7223,1.0384,0,0,0,0,2.921503,2.772780,0.148723,3.255977,2.921500,0.254027,2.8861,4.3330,2.8861,0,0,0,1
SIG_S250,synthetic,2.5,27,color_00031.png,4.1804,55.14,55.1968,1.9690,0,0,0,0,3.240776,2.381207,0.859569,3.591134,3.240778,1.622644,2.9408,4.9599,2.9408,0,0,0,1
SIG_S250,synthetic,2.5,28,color_00032.png,178.7807,2473.62,2474.9516,2.0560,1,1,1,1,2.804486,2.888816,-0.084330,3.391364,2.804485,1.573759,2.4781,5.1472,2.4781,0,0,0,1
SIG_S250,synthetic,2.5,29,color_00033.png,4.9217,24.09,24.2118,1.0729,0,0,0,0,3.391249,2.925573,0.465676,3.628907,3.391251,0.615938,3.7240,4.7461,3.7240,0,0,0,1
SIG_S250,synthetic,2.5,30,color_00034.png,180.0000,2661.03,2662.2684,1.4875,1,1,1,1,3.042846,2.959974,0.082872,3.328559,3.042849,0.716368,2.7200,4.5065,2.7200,0,0,0,1
SIG_S250,synthetic,2.5,31,color_00035.png,7.7879,78.19,78.2539,2.0763,0,0,0,0,3.057373,1.383921,1.673452,3.318602,3.057370,1.353634,2.4449,4.6833,2.4449,0,0,0,1
